POSCAR-10001.vasp,1.000000
POSCAR-10002.vasp,1.000000
POSCAR-10003.vasp,1.000000
POSCAR-10009.vasp,1.000000
POSCAR-10010.vasp,1.000000
POSCAR-100103.vasp,0.000000
POSCAR-10011.vasp,1.000000
POSCAR-100120.vasp,1.000000
POSCAR-10015.vasp,0.000000
POSCAR-10016.vasp,0.000000
POSCAR-10017.vasp,0.000000
POSCAR-10018.vasp,0.000000
POSCAR-10019.vasp,1.000000
POSCAR-100207.vasp,1.000000
POSCAR-1002101.vasp,1.000000
POSCAR-1002103.vasp,0.000000
POSCAR-1002104.vasp,0.000000
POSCAR-1002105.vasp,0.000000
POSCAR-1002106.vasp,0.000000
POSCAR-100231.vasp,0.000000
POSCAR-100249.vasp,0.000000
POSCAR-100368.vasp,1.000000
POSCAR-10052.vasp,1.000000
POSCAR-10053.vasp,1.000000
POSCAR-10054.vasp,1.000000
POSCAR-10057.vasp,1.000000
POSCAR-10082.vasp,1.000000
POSCAR-10085.vasp,1.000000
POSCAR-100991.vasp,0.000000
POSCAR-101066.vasp,0.000000
POSCAR-101072.vasp,0.000000
POSCAR-101192.vasp,0.000000
POSCAR-10132.vasp,0.000000
POSCAR-10133.vasp,0.000000
POSCAR-10134.vasp,1.000000
POSCAR-10135.vasp,1.000000
POSCAR-10136.vasp,0.000000
POSCAR-10137.vasp,1.000000
POSCAR-10139.vasp,1.000000
POSCAR-101405.vasp,1.000000
POSCAR-101542.vasp,0.000000
POSCAR-101607.vasp,0.000000
POSCAR-101608.vasp,0.000000
POSCAR-10161.vasp,1.000000
POSCAR-10162.vasp,0.000000
POSCAR-101675.vasp,1.000000
POSCAR-101676.vasp,1.000000
POSCAR-10168.vasp,1.000000
POSCAR-10170.vasp,1.000000
POSCAR-10175.vasp,1.000000
POSCAR-10176.vasp,1.000000
POSCAR-10177.vasp,1.000000
POSCAR-10178.vasp,1.000000
POSCAR-101855.vasp,0.000000
POSCAR-10188.vasp,1.000000
POSCAR-10189.vasp,1.000000
POSCAR-10194.vasp,1.000000
POSCAR-10195.vasp,0.000000
POSCAR-10196.vasp,1.000000
POSCAR-10207.vasp,1.000000
POSCAR-10208.vasp,1.000000
POSCAR-10209.vasp,0.000000
POSCAR-10210.vasp,0.000000
POSCAR-102129.vasp,1.000000
POSCAR-10213.vasp,0.000000
POSCAR-10224.vasp,1.000000
POSCAR-10225.vasp,0.000000
POSCAR-10228.vasp,1.000000
POSCAR-1023317.vasp,0.000000
POSCAR-1023318.vasp,0.000000
POSCAR-1023319.vasp,0.000000
POSCAR-1023324.vasp,0.000000
POSCAR-1023327.vasp,0.000000
POSCAR-1023328.vasp,0.000000
POSCAR-1023329.vasp,0.000000
POSCAR-1023331.vasp,0.000000
POSCAR-1023332.vasp,0.000000
POSCAR-1023333.vasp,0.000000
POSCAR-1023334.vasp,0.000000
POSCAR-1023335.vasp,0.000000
POSCAR-1023336.vasp,0.000000
POSCAR-1023337.vasp,0.000000
POSCAR-1023338.vasp,0.000000
POSCAR-1023339.vasp,0.000000
POSCAR-1023341.vasp,0.000000
POSCAR-1023342.vasp,1.000000
POSCAR-1023343.vasp,0.000000
POSCAR-1023345.vasp,0.000000
POSCAR-1023347.vasp,0.000000
POSCAR-1023349.vasp,0.000000
POSCAR-1023350.vasp,0.000000
POSCAR-1023352.vasp,0.000000
POSCAR-1023353.vasp,0.000000
POSCAR-1023354.vasp,0.000000
POSCAR-1023361.vasp,0.000000
POSCAR-1023365.vasp,0.000000
